"Laboratory Name","Lab Id","User Name",Mobile,Email,State,District,Disciplines,"Certificate No","Date of Issue","Date of Expiry",Address,"Pin Code"
"Nucleus Health Care Laboratory And ECG",M(EL)T-00060,NABLBCL001002,9847516227,thasneems6@gmail.com,Kerala,KANNUR,"Clinical Biochemistry",NABL-M(EL)T-00082,"2021-03-16 05:30:00","24-03-16 05:30:00","Irikkur, Kannur, Kerala 670593, India",670593
"Reliable Diagnostic Centre",M(EL)T-00086,NABLBCL001126,9783088683,rdcbikaner2017@gmail.com,Rajasthan,BIKANER,"Clinical Biochemistry",NABL-M(EL)T-00083,"2021-03-16 05:30:00","24-03-16 05:30:00","Plot No. 7, Sadul Colony, Bikaner, Rajasthan 334001, India",334001
"MOLXPERT DIAGNOSTICS PRIVATE LIMITED",M(EL)T-00104,NABLBCL001146,9667744771,molxpert@gmail.com,"Uttar Pradesh","GAUTAM BUDDHA NAGAR","Clinical Biochemistry",NABL-M(EL)T-00084,"2021-03-18 05:30:00","24-03-18 05:30:00","Shop No. 106, First Floor, Mahagun Mart, Plot No. GH 04, Sector 16 C, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh 201301, India",201301
"ICTC, SHRI SHIV PRASAD GUPT DIVISIONAL DISTRICT HOSPITAL VARANASI",M(EL)T-00101,NABLBCL001157,9838316157,ratanmicro@gmail.com,"Uttar Pradesh",VARANASI,"Medical Microbiology And Immunology",NABL-M(EL)T-00085,"2021-03-18 05:30:00","24-03-18 05:30:00","Kabirachaura, Varanasi, Uttar Pradesh 221001, India",221001
"Cristal Diagnostic and Research Laboratory",M(EL)T-00111,NABLBCL001175,9500476699,cdrlqualitycontrol@gmail.com,"Tamil Nadu",SALEM,"Clinical Biochemistry",NABL-M(EL)T-00086,"2021-03-18 05:30:00","24-03-18 05:30:00","11/2, 2nd Cross, Arthanari Nagar, Salem, Tamil Nadu 636004, India",636004
"PGM Diagnostic",M(EL)T-00074,NABLBCL001014,9324097534,guptarambriksh@yahoo.in,Maharashtra,MUMBAI,"Clinical Biochemistry",NABL-M(EL)T-00087,"2021-03-26 05:30:00","24-03-26 05:30:00","G-41/42, Gokul Nagari-II, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101, India",400101
"LIFE CARE DIAGNOSTIC CENTRE",M(EL)T-00112,NABLBCL001167,9443271413,lifecarelabdpi@gmail.com,"Tamil Nadu",DHARMAPURI,"Clinical Biochemistry",NABL-M(EL)T-00088,"2021-03-26 05:30:00","24-03-26 05:30:00","# 5, Sidda Veerappa Chetty Street, Dharmapuri - 636701, Tamil Nadu 636701, India",636701
"STATE REFERENCE LABORATORY DR. V. M. GOVT. MEDICAL COLLEGE, SOLAPUR",M(EL)T-00103,NABLBCL001156,9921339597,srltosolapur@mahasacs.org,Maharashtra,SOLAPUR,"Medical Microbiology And Immunology",NABL-M(EL)T-00089,"2021-03-29 05:30:00","24-03-29 05:30:00","Department of Microbiology, Dr. V. M. Govt. Medical College, Solapur, Maharashtra 413003, India",413003
"ICTC GH KALPETTA",M(EL)T-00107,NABLBCL001162,9446510836,ictckalpetta@gmail.com,Kerala,WAYANAD,"Medical Microbiology And Immunology",NABL-M(EL)T-00090,"2021-04-01 05:30:00","24-04-01 05:30:00","Kalpetta ,Kainatty, Wayanad, Kerala 673122, India",673122
"ICTC THQH Sulthan Bathery",M(EL)T-00108,NABLBCL001164,9605327754,ictcbathery@gmail.com,Kerala,WAYANAD,"Medical Microbiology And Immunology",NABL-M(EL)T-00091,"2021-04-01 05:30:00","24-04-01 05:30:00"," Wayanad, Kerala 673592, India",673592
"Dr. Singh Path Lab",M(EL)T-00109,NABLBCL001160,9501644699,drgagan@drsinghpathlabs.com,Punjab,RUPNAGAR,"Clinical Biochemistry",NABL-M(EL)T-00092,"2021-04-06 05:30:00","24-04-06 05:30:00","#1572, D. A. V School Road,  Ropar, Rupnagar, Punjab 140001, India",140001
"Reliable Diagnostic Centre ",M(EL)T-00110,NABLBCL001172,9887563365,shrihospitalpathlab@gmail.com,Rajasthan,JAIPUR,"Clinical Biochemistry",NABL-M(EL)T-00093,"2021-04-06 05:30:00","24-04-06 05:30:00","At Shri Hospital, 4, Vishnu Puri, Jaipur, Rajasthan 302017, India",302017
"Kins Diagnostics (A Unit of Kins Care and Research Foundation Pvt Ltd )",M(EL)T-00113,NABLBCL001168,9775530737,gobindoghosh7@gmail.com,"West Bengal",DARJEELING,"Clinical Biochemistry",NABL-M(EL)T-00094,"2021-04-08 05:30:00","24-04-08 05:30:00","1st Floor, Golden Height Building, Jhankar More, Siliguri, Darjeeling, West Bengal 734005, India",734005
"PPTCT, JIPMER",M(EL)T-00124,NABLBCL001188,7904045290,pptct.jipmer@gmail.com,Puducherry,PONDICHERRY,"Medical Microbiology And Immunology",NABL-M(EL)T-00095,"2021-04-08 05:30:00","24-04-08 05:30:00","Womens and Childrens Hospital (JIPMER), Jawaharlal Institute of Postgraduate Medical Education and Research, Gorimedu, Puducherry 605006 , India",605006
"PPTCT Rajiv Gandhi Govt Women And Children Hospital",M(EL)T-00119,NABLBCL001193,9443658085,pptct.mh@gmail.com,Puducherry,PONDICHERRY,"Medical Microbiology And Immunology",NABL-M(EL)T-00096,"2021-04-08 23:29:31","24-04-08 23:29:31","100 Feet Road, Eellaipilaichavadi,
Puducherry-605001, PONDICHERRY, Puducherry 605001, India",605001
"Microbiological Laboratory",M(EL)T-00095,NABLBCL001047,7824977169,qualitycontrol.microlabtvl@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-00097,"2021-04-13 05:30:00","24-04-13 05:30:00","No- 19 J/3, St. Johns College Road, Palayamkottai, Tirunelveli, Tamil Nadu 627002, India",627002
"Hitech X-Ray ECG & Clinical Laboratory",M(EL)T-00106,NABLBCL001155,9443436199,hitechtuty@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-00098,"2021-04-13 05:30:00","24-04-13 05:30:00","17 E/1 , V. E. Road , St. Antonys Marriage Complex , Tuticorin, Tamil Nadu 628002, India",628002
"Sobhi Diagnostic Centre",M(EL)T-00071,NABLBCL001086,8373961624,drchristabnys@gmail.com,"Tamil Nadu",TIRUNELVELI,"Clinical Biochemistry",NABL-M(EL)T-00099,"2021-04-15 05:30:00","24-04-15 05:30:00","18/34, Perumal Coil Street, Vallioor, Tirunelveli, Tamil Nadu 627117, India",627117
"Asarfi Hospital Laboratory (A unit of Asarfi Hospital Limited)",M(EL)T-00127,NABLBCL001207,7004389824,quality.ahl@asarfihospital.com,Jharkhand,DHANBAD,"Clinical Biochemistry",NABL-M(EL)T-00100,"2021-04-15 05:30:00","24-04-15 05:30:00","Baramuri, Bishunpur Polytechnic Road, Dhanbad, Jharkhand 828130, India",828130
"Sobhi Diagnostic Centre",M(EL)T-00072,NABLBCL001087,8373961624,drchristabnys@gmail.com,"Tamil Nadu",KANNIYAKUMARI,"Clinical Biochemistry",NABL-M(EL)T-00101,"2021-04-19 05:30:00","24-04-19 05:30:00","7/4 G, 17 Main Road, North Bazaar, Anjugramam, Kanniyakumari, Tamil Nadu 629401, India",629401
"ICTC, Jawaharlal Institute of Postgraduate Medical Education and Research",M(EL)T-00123,NABLBCL001187,9751173425,ictc.jipmer@gmail.com,Puducherry,PONDICHERRY,"Medical Microbiology And Immunology",NABL-M(EL)T-00102,"2021-04-29 05:30:00","24-04-29 05:30:00","Department of Microbiology, Jawaharlal Institute of Postgraduate Medical Education and Research, Pondicherry, Puducherry 605006, India",605006
"ICTC, Indira Gandhi Government General Hospital and Post Graduate Institute",M(EL)T-00122,NABLBCL001191,9940738033,ictc.ghp@gmail.com,Puducherry,PONDICHERRY,"Medical Microbiology And Immunology",NABL-M(EL)T-00103,"2021-04-30 05:30:00","24-04-30 05:30:00","Department of Microbiology, Indira Gandhi Government General Hospital and Post Graduate Institute, Pondicherry, Puducherry 605001, India",605001
"Sardana Labs",M(EL)T-00035,NABLBCL001023,9814062347,sardanalabs@gmail.com,Punjab,JALANDHAR,"Clinical Biochemistry",NABL-M(EL)T-00104,"2021-05-07 05:30:00","24-05-07 05:30:00","Shop No.78, Opp Apeejay School, Jalandhar, Punjab 144001, India",144001
"SAICTC - Indira Gandhi Medical College & Research Institute",M(EL)T-00120,NABLBCL001189,7904396602,ictcigmc@gmail.com,Puducherry,PONDICHERRY,"Medical Microbiology And Immunology",NABL-M(EL)T-00105,"2021-05-07 05:30:00","24-05-07 05:30:00","Department of Microbiology,
No.11, Hospital Block,
Indira Gandhi Medical College & Research Institute.
Vazhudavur Road, Kadirkamam, Pondicherry, Puducherry 605009, India",605009
"Gurunanak Diagnostics",M(EL)T-00129,NABLBCL001210,9814002989,sandhupath@gmail.com,Punjab,RUPNAGAR,"Clinical Biochemistry",NABL-M(EL)T-00106,"2021-05-07 05:30:00","24-05-07 05:30:00","At Parmar Hospital, Bela Road, Rupnagar, Punjab 140001, India",140001
"ICTC, G.B. Pant Hospital",M(EL)T-00055,NABLBCL000947,9474205552,lathaarayan1246@gmail.com,"Andaman and Nicobar Islands","SOUTH ANDAMAN","Medical Microbiology And Immunology",NABL-M(EL)T-00107,"2021-05-19 05:30:00","24-05-19 05:30:00"," G.B. Pant Hospital, Port Blair, South Andaman,  Andaman and Nicobar Islands 744101, India",744101
"Priya Clinical Laboratory",M(EL)T-00139,NABLBCL001226,9600849256,priyalabtcr@gmail.com,"Tamil Nadu",TUTICORIN,"Clinical Biochemistry",NABL-M(EL)T-00108,"2021-05-19 05:30:00","24-05-19 05:30:00","7/8 A ,  North Car Street Chanthu ,  Tiruchendur 
, Tuticorin, Tamil Nadu 628215, India",628215
"Pathology Laboratory, Vinamra Swaraj Hospital",M(EL)T-00134,NABLBCL001235,9869527340,pritesh10@hotmail.com,Maharashtra,THANE,"Clinical Biochemistry",NABL-M(EL)T-00109,"2021-05-19 05:30:00","24-05-19 05:30:00","Plot 108-109, Sector 11, Vashi, Navi Mumbai, Thane, Maharashtra 400703, India",400703
"I.C.T.C., Y.C.M Hospital",M(EL)T-00136,NABLBCL001240,7972269065,puneictcycm@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00110,"2021-05-19 05:30:00","24-05-19 05:30:00","Room No 122 , Y. C. M Hospital , Sant Tukaram Nagar , Pimpri , Pune, Maharashtra 411018, India",411018
"Sparsha Diagnostics",M(EL)T-00135,NABLBCL001142,9448953716,dockirana@yahoo.co.uk,Karnataka,"DAKSHIN KANNAD","Clinical Biochemistry",NABL-M(EL)T-00111,"2021-05-21 05:30:00","24-05-21 05:30:00","Ground Floor, Vishwas Spring Field, Upper Bendoor, Mangaluru, Dakshin Kannad, Karnataka 575 002, India","575 002"
"The Bio Clinical Laboratory",M(EL)T-00102,NABLBCL001147,9840582300,thebioclinicallaboratory@yahoo.in,"Tamil Nadu",CHENNAI,"Clinical Biochemistry",NABL-M(EL)T-00112,"2021-05-21 05:30:00","24-05-21 05:30:00","No-4 Sayee Nagar Main Road  RTO Building, Chinmaya Nagar, Chennai, Tamil Nadu 600092, India",600092
"ICTC, Dr. Babasaheb Ambedkar Cantonment General Hospital",M(EL)T-00138,NABLBCL001245,9923420431,puneictckhadaki@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00113,"2021-05-21 05:30:00","24-05-21 05:30:00","Khadki Bazar, Khadki, Pune, Maharashtra 411003, India",411003
"ICTC,  Chhatrapati Shivaji Maharaj Hospital and Rajiv Gandhi Medical College",M(EL)T-00144,NABLBCL001251,9869392959,rgmckalwaictc15@gmail.com,Maharashtra,THANE,"Medical Microbiology And Immunology",NABL-M(EL)T-00114,"2021-05-21 05:30:00","24-05-21 05:30:00","C. S. M. H & R. G. M. C Belapur Road, Kalwa, Thane, Maharashtra 400605, India",400605
"ICTC, Pandit Bhimsen Joshi Hospital, Bhayandar",M(EL)T-00148,NABLBCL001255,8446610918,ictcbhayandar@gmail.com,Maharashtra,THANE,"Medical Microbiology And Immunology",NABL-M(EL)T-00115,"2021-05-21 05:30:00","24-05-21 05:30:00","Tembha Road, Bhayandar(W), Thane, Maharashtra 401101, India",401101
"ICTC, Navi Mumbai Municipal Corporation Hospital, Vashi ",M(EL)T-00145,NABLBCL001261,9321839734,ictcvashi@gmail.com,Maharashtra,THANE,"Medical Microbiology And Immunology",NABL-M(EL)T-00116,"2021-05-21 05:30:00","24-05-21 05:30:00","Sector 10 A, N. M. M. C , Vashi, Thane, Maharashtra 400703, India",400703
"ICTC, Rajmata Jijau Hospital Airoli ",M(EL)T-00143,NABLBCL001241,9819075737,ictcmchairoli@gmail.com,Maharashtra,THANE,"Medical Microbiology And Immunology",NABL-M(EL)T-00117,"2021-05-30 05:30:00","24-05-30 05:30:00","Sector 3 Near Bus Depot,  Airoli, Navi Mumbai, Thane, Maharashtra 400708, India",400708
"ICTC, PCMC Bhosari Hospital",M(EL)T-00147,NABLBCL001246,9325368031,puneictcbhosari@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00118,"2021-05-30 05:30:00","24-05-30 05:30:00","PCMC Chowk, Bhosarigaon , Pune, Maharashtra 411039, India",411039
"ICTC, Rural Hospital Vadgaon Maval",M(EL)T-00141,NABLBCL001248,9226849498,puneictcvadgaonmaval@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00119,"2024-01-18 00:00:00","27-01-18 00:00:00","Kanhe fata , Vadgaon Maval Tal. Maval , Pune, Maharashtra 412106, India",412106
"ICTC, Rural Hospital Shikrapur ",M(EL)T-00137,NABLBCL001239,9890758839,Puneictcshikrapur@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00120,"2021-06-04 05:30:00","24-06-04 05:30:00","Shikrapur , Tal - Shirur , Pune, Maharashtra 412208, India",412208
"ICTC, Rural Hospital Yawat  ",M(EL)T-00146,NABLBCL001243,9511606876,puneictcrhyavat@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00121,"2021-06-04 05:30:00","24-06-04 05:30:00","Pune-Solapur Road , Yawat, Tq Daund , Pune, Maharashtra 412214, India",412214
"ICTC, Patangshah Cottage  Hospital  ",M(EL)T-00140,NABLBCL001247,8806030090,ictcjawhar@gmail.com,Maharashtra,PALGHAR,"Medical Microbiology And Immunology",NABL-M(EL)T-00122,"2021-06-04 05:30:00","24-06-04 05:30:00","Jawhar, Yashavant Nagar, Palghar, Maharashtra 401603, India",401603
"ICTC, Rural Hospital Chakan",M(EL)T-00150,NABLBCL001265,9763681811,puneictcrhchakan@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00123,"2021-06-04 05:30:00","24-06-04 05:30:00","Chakan, Tal- Khed, Pune, Maharashtra 410501, India",410501
"ICTC, Rural Hospital, Jejuri",M(EL)T-00142,NABLBCL001253,9890118947,puneictcrhjejuri@gmail.com,Maharashtra,PUNE,"Medical Microbiology And Immunology",NABL-M(EL)T-00124,"2021-06-04 05:30:00","24-06-04 05:30:00","Jejuri , Tal - Purandar , Pune, Maharashtra 412303, India",412303
"ICTC, Lokmata Ahilya Devi Holkar Mother and Child Hospital,  Koparkhairane",M(EL)T-00149,NABLBCL001252,8169539565,ictckk@gmail.com,Maharashtra,THANE,"Medical Microbiology And Immunology",NABL-M(EL)T-00125,"2021-06-04 17:24:37","24-06-04 17:24:37","Sector-12, Koparkhairane, Navi Mumbai, THANE, Maharashtra 400709, India",400709
"ICTC, Sub District  Hospital, Dahanu",M(EL)T-00151,NABLBCL001263,8369538081,ictc.dahanu8@gmail.com,Maharashtra,PALGHAR,"Medical Microbiology And Immunology",NABL-M(EL)T-00126,"2021-06-04 05:30:00","24-06-04 05:30:00","Dahanu, Palghar, Maharashtra 401601, India",401601
"Tomar Foundation Pathology Lab",M(EL)T-00087,NABLBCL001113,9990199506,vibha.tomar@rediffmail.com,Delhi,"NEW DELHI","Clinical Biochemistry",NABL-M(EL)T-00127,"2021-06-10 05:30:00","24-06-10 05:30:00","17- A, Pocket-1, Mayur Vihar Phase-1, New Delhi, Delhi 110091, India",110091
"Sun Diagnostic Centre",M(EL)T-00133,NABLBCL001237,9641764864,quality.sdc@sunhospitals.com,Odisha,CUTTACK,"Clinical Biochemistry",NABL-M(EL)T-00128,"2021-06-10 05:30:00","24-06-10 05:30:00","IMA Building, Ranihat, Near SCB Medical College, Cuttack, Odisha 753007, India",753007
"Dialogix Healthcare Services Pvt Ltd",M(EL)T-00131,NABLBCL001223,9449077938,reference.lab@energonhealth.in,Karnataka,"BENGALURU URBAN","Clinical Biochemistry",NABL-M(EL)T-00129,"2021-06-10 23:15:15","24-06-10 23:15:15","No.703, Manjaly Edifice, Ground Floor, 3rd Cross Rd, HRBR Layout 1st Block, Kalyan Nagar, Bengaluru Urban, Karnataka 560043, India",560043
"Hira Clinical Lab",M(EL)T-00152,NABLBCL001266,9781326622,drskhira@yahoo.co.in,Punjab,HOSHIARPUR,"Clinical Biochemistry",NABL-M(EL)T-00130,"2021-06-25 05:30:00","24-06-25 05:30:00","Civil Hospital Road, Hoshiarpur,  Punjab 146001, India",146001
"Vishwakarma Pathology Laboratory",M(EL)T-00130,NABLBCL001214,9784915285,vplsmr@gmail.com,Rajasthan,PALI,"Clinical Biochemistry",NABL-M(EL)T-00131,"2021-06-30 05:30:00","24-06-30 05:30:00","Nagar Palika Road, Nr. Govt Hospital, Sumerpur, Pali, Rajasthan 306902, India",306902
"Pathology Lab, District Hospital, Fatehpur",M(EL)T-00161,NABLBCL001281,7905319887,ruchigupta.mbbs@gmail.com,"Uttar Pradesh",FATEHPUR,"Clinical Biochemistry",NABL-M(EL)T-00132,"2021-06-30 05:30:00","24-06-30 05:30:00","Abu Nagar, G T Road, Fatehpur , Uttar Pradesh 212601, India",212601
"Chittaranjan National Cancer Institute (Laboratory Services)",M(EL)T-00164,NABLBCL001272,9836413725,arpitad31@gmail.com,"West Bengal",KOLKATA,"Clinical Biochemistry",NABL-M(EL)T-00133,"2021-07-09 05:30:00","24-07-09 05:30:00","Street No. 299, Plot No. DJ-01, Premises No. 02-0321, Action Area 1D, New Town, Rajarhat, Kolkata, West Bengal 700156, India",700156
"Dr. B. Lal Clinical Laboratory Pvt. Ltd.",M(EL)T-00159,NABLBCL001278,8003395877,blallab.org@gmail.com,Rajasthan,SIKAR,"Clinical Biochemistry",NABL-M(EL)T-00134,"2021-07-09 05:30:00","24-07-09 05:30:00","At Rathi Hospital, Saraswati Nagar, Sanwali Road, Sikar, Rajasthan 332001, India",332001
" Theresas Laboratory Medicine, St Theresas Hospital",M(EL)T-00160,NABLBCL001242,8790827196,theresas.lab@gmail.com,Telangana,HYDERABAD,"Clinical Biochemistry",NABL-M(EL)T-00135,"2021-07-15 05:30:00","24-07-15 05:30:00","Erragadda Main Road, Jet Colony, Sanath Nagar, Hyderabad, Telangana 500018, India",500018
"Central Pathology Laboratory, People's Hospital Bhanpur",M(EL)T-00154,NABLBCL001274,9424456583,ph.ms@peoplesuniversity.edu.in,"Madhya Pradesh",BHOPAL,"Clinical Biochemistry",NABL-M(EL)T-00136,"2021-07-29 05:30:00","24-07-29 05:30:00","People's University, Bhanpur, Bhopal, Madhya Pradesh 462037, India",462037
"ICTC, W & C Hospital",M(EL)T-00115,NABLBCL001169,8281610952,ictcwandcpkd@gmail.com,Kerala,PALAKKAD,"Medical Microbiology And Immunology",NABL-M(EL)T-00137,"2021-08-05 05:30:00","24-08-05 05:30:00","W & C Hospital, Palakkad, Kerala 678001, India",678001
"Victor Hospital Laboratory",M(EL)T-00163,NABLBCL001280,9604291046,eugenedsouza24@gmail.com,Goa,"SOUTH GOA","Clinical Biochemistry",NABL-M(EL)T-00138,"2021-08-05 05:30:00","24-08-05 05:30:00","Malbhat, Margao, South Goa, Goa 403601, India",403601
"Ashish test",M(EL)T-00182,NABLBCL001396,7982151615,ashishsharma.7t@gmail.com,"Uttar Pradesh",GHAZIABAD,"Medical Microbiology And Immunology",NABL-M(EL)T-00139,"2021-08-09 21:44:26","24-08-09 21:44:26","Ashish test, GHAZIABAD, Uttar Pradesh 201003, India",201003
"Nirvana Diagnostic Centre",M(EL)T-00155,NABLBCL001203,7206341079,nirvanadiagnosticsindia@gmail.com,Haryana,ROHTAK,"Clinical Biochemistry",NABL-M(EL)T-00140,"2021-08-10 05:30:00","24-08-10 05:30:00","PGI Road, Medical Mor, Rohtak, Haryana 124001, India",124001
"Central Laboratory, Dhiraj Hospital",M(EL)T-00172,NABLBCL001268,9978440069,dgh.lab@gmail.com,Gujarat,VADODARA,"Clinical Biochemistry",NABL-M(EL)T-00141,"2021-08-10 05:30:00","24-08-10 05:30:00","Smt. B. K. Shah Medical Institute and Research Center, Piparia, Vadodara, Gujarat 391760, India",391760
"Department of Laboratory Medicine, KM NU Hospital",M(EL)T-00170,NABLBCL001332,8106151538,research@nutrust.net,"Tamil Nadu",VELLORE,"Clinical Biochemistry",NABL-M(EL)T-00142,"2021-08-17 05:30:00","24-08-17 05:30:00","NH 48, 75/2F2, MC Road, Solur, Ambur, Vellore, Tamil Nadu 635814, India",635814
"Pathology Lab, Maharishi Dayanand Saraswati District Hospital",M(EL)T-00175,NABLBCL001359,9651770905,dr.rituranjan@gmail.com,"Uttar Pradesh",MATHURA,"Clinical Biochemistry",NABL-M(EL)T-00143,"2021-08-18 05:30:00","24-08-18 05:30:00","Choubey Para, Mathura, Uttar Pradesh 281001, India",281001
"Hira Clinical Lab",M(EL)T-00183,NABLBCL001397,9781326622,drskhira@yahoo.co.in,Punjab,HOSHIARPUR,"Clinical Biochemistry",NABL-M(EL)T-00144,"2021-08-18 05:30:00","24-08-18 05:30:00","Civil Hospital Road, Hoshiarpur, Punjab 146001, India",146001
"SRL, PMCH",M(EL)T-00189,NABLBCL001403,9934800573,srl.bihar.pmc@gmail.com,Bihar,PATNA,"Medical Microbiology And Immunology",NABL-M(EL)T-00145,"2021-08-18 05:30:00","24-08-18 05:30:00","Department of Microbiology, Patna Medical College & Hospital, Patna, Bihar 800004, India",800004
"Family Hospital & Research Centre, Department of Pathology",M(EL)T-00158,NABLBCL001206,9793565758,Familyhospitalkanpur@gmail.com,"Uttar Pradesh",KANPUR,"Clinical Biochemistry",NABL-M(EL)T-00146,"2021-09-02 05:30:00","24-09-02 05:30:00","A-09, Avas Vikas Hanspuram, Naubasta, Kanpur, Uttar Pradesh 208021, India",208021
"Standard Diagnostics Private Limited",M(EL)T-00165,NABLBCL001270,9811286043,jatin@lifecarehealthlabs.com,"Uttar Pradesh","GAUTAM BUDDHA NAGAR","Clinical Biochemistry",NABL-M(EL)T-00147,"2021-09-02 05:30:00","24-09-02 05:30:00","SK-174, Basement, H-Block Road, Sector-116, Noida, Gautam Buddha Nagar, Uttar Pradesh 201305, India",201305
"Department Of Laboratory Medicine, NU Hospitals",M(EL)T-00176,NABLBCL001331,8722061061,qm.west@nuhospitals.com,Karnataka,SHIVAMOGGA,"Clinical Biochemistry",NABL-M(EL)T-00148,"2021-09-02 05:30:00","24-09-02 05:30:00","Sy. No. 78, Machenahalli Industrial Area , Jedikatte Bhadravathi Taluk, Shivamogga, Karnataka 577222, India",577222
"Ganga Diagnostic Centre",M(EL)T-00188,NABLBCL001373,9869252436,kolekar0108@GMAIL.COM,Maharashtra,"MUMBAI SUBURBAN","Clinical Biochemistry",NABL-M(EL)T-00149,"2021-09-02 05:30:00","24-09-02 05:30:00","402-404, 304 A, Omprakash Arcade, Ambedkar Garden, Chembur, Mumbai, Mumbai Suburban, Maharashtra 400071, India",4000071
"ICTC, MCH",M(EL)T-00190,NABLBCL001406,9926948767,ictcdhraipur@gimal.com,Chhattisgarh,RAIPUR,"Medical Microbiology And Immunology",NABL-M(EL)T-00150,"2021-09-02 05:30:00","24-09-02 05:30:00","Maternal Child Healthcare, Police Line, Raipur, Chhattisgarh 492001, India",492001
"Medicity Speciality Laboratory",M(EL)T-00044,NABLBCL000960,9446391920,rejeeshmedilab@gmail.com,Kerala,KANNUR,"Clinical Biochemistry",NABL-M(EL)T-00151,"2021-09-16 05:30:00","24-09-16 05:30:00","Bell Square Complex, Taliparamba, Kannur, Kerala 670141, India",670141
"ICTC, CHC",M(EL)T-00169,NABLBCL001102,8414843331,thechanopatton90@gmail.com,Nagaland,WOKHA,"Medical Microbiology And Immunology",NABL-M(EL)T-00152,"2021-09-16 05:30:00","24-09-16 05:30:00","Community Health Centre, Sanis, Wokha, Nagaland 797111, India",797111
"Alpha Clinical Lab and ECG Centre",M(EL)T-00092,NABLBCL001133,9941550551,babloo7489@gmail.com,"Tamil Nadu",THIRUVALLUR,"Clinical Biochemistry",NABL-M(EL)T-00153,"2021-09-16 05:30:00","24-09-16 05:30:00","No. 17/1, Bazaar Street, Muthapudupet, IAF Avadi, Thiruvallur, Tamil Nadu 600055, India",600055
